Zip Code,Adjusted Gross Income,Number of returns,Number of single returns,Number of joint returns,Number of head of household returns,Number with paid preparer's signature,Number of exemptions,Number of dependents,Total prepared returns,Number of volunteer income tax assistance (VITA) prepared returns,Number of tax counseling for the elderly (TCE) prepared returns,"Number of volunteer prepared 
returns with
Earned Income Credit",Number of refund anticipation loan returns,Number of refund anticipation check returns,Number of elderly returns [3],Adjusted gross income (AGI) [4],Number of returns.1,Total Income Amount
98332,"$200,000 or more",870,60,780,20,620,2530,880,0,0,0,0,0,0,310,354913,870,361333
98333,"$1 under $25,000",410,330,50,20,140,380,60,0,0,0,0,0,0,100,4422,410,4532
98333,"$25,000 under $50,000",250,150,70,40,120,380,60,0,0,0,0,0,50,90,8965,250,9184
98333,"$50,000 under $75,000",200,70,110,0,110,390,90,0,0,0,0,0,0,110,12425,200,12699
98333,"$75,000 under $100,000",220,50,160,30,120,500,130,0,0,0,0,0,0,100,19067,220,19445
98333,"$100,000 under $200,000",500,50,440,0,260,1320,380,0,0,0,0,0,20,210,69695,500,70627
98333,"$200,000 or more",270,30,240,0,190,790,270,0,0,0,0,0,0,100,149023,270,152183
98335,"$1 under $25,000",3430,2750,390,260,1170,3420,580,80,0,80,0,0,230,900,38179,3430,39200
98335,"$25,000 under $50,000",2170,1260,600,260,890,3630,890,40,0,40,0,0,230,720,79727,2170,81298
98335,"$50,000 under $75,000",1860,840,800,190,860,3540,880,30,0,30,0,0,160,760,115047,1860,117193
98335,"$75,000 under $100,000",1550,400,1030,110,780,3480,910,0,0,0,0,0,90,720,135098,1550,137330
98335,"$100,000 under $200,000",3170,350,2700,110,1690,8530,2670,0,0,0,0,0,130,1250,438098,3170,444169
98335,"$200,000 or more",1540,120,1380,40,1120,4480,1570,0,0,0,0,0,0,560,665556,1540,677274
98336,"$1 under $25,000",130,80,40,30,60,200,40,0,0,0,0,0,0,50,1532,130,1532
98336,"$25,000 under $50,000",80,30,40,0,40,170,50,0,0,0,0,0,40,30,2963,80,2963
98336,"$50,000 under $75,000",70,30,40,0,30,170,60,0,0,0,0,0,0,20,4105,70,4175
98336,"$75,000 under $100,000",40,0,40,0,40,110,50,0,0,0,0,0,0,20,3849,40,3849
98336,"$100,000 under $200,000",20,0,20,0,0,70,0,0,0,0,0,0,0,0,3087,20,3087
98336,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98337,"$1 under $25,000",1290,960,100,200,280,1760,450,60,0,60,0,0,230,160,17537,1290,17748
98337,"$25,000 under $50,000",980,620,210,130,230,1550,360,60,0,60,0,0,190,150,35297,980,35690
98337,"$50,000 under $75,000",470,230,180,50,170,860,210,0,0,0,0,0,70,100,28750,470,29105
98337,"$75,000 under $100,000",260,80,150,30,90,580,160,0,0,0,0,0,50,60,22396,260,22535
98337,"$100,000 under $200,000",250,50,200,0,100,600,160,0,0,0,0,0,0,70,31732,250,32195
98337,"$200,000 or more",30,0,20,0,20,60,0,0,0,0,0,0,0,20,8547,30,8547
98338,"$1 under $25,000",3390,2470,420,460,1040,4370,1200,70,40,30,0,0,450,670,42417,3390,42933
98338,"$25,000 under $50,000",2800,1430,850,450,1020,5460,1840,80,60,20,0,0,570,560,102704,2800,103765
98338,"$50,000 under $75,000",2020,660,1090,250,830,4840,1730,0,0,0,0,0,350,450,125035,2020,126063
98338,"$75,000 under $100,000",1620,280,1210,110,720,4340,1510,20,20,0,0,0,230,380,141364,1620,142271
98338,"$100,000 under $200,000",2150,160,1920,70,1030,6160,2090,0,0,0,0,0,170,450,283188,2150,285404
98338,"$200,000 or more",270,30,230,0,190,730,240,0,0,0,0,0,0,80,89370,270,91269
98339,"$1 under $25,000",730,470,140,110,230,1090,270,70,0,70,0,0,110,230,9388,730,9582
98339,"$25,000 under $50,000",480,220,150,90,180,880,250,40,0,40,0,0,90,150,17183,480,17446
98339,"$50,000 under $75,000",260,80,150,40,100,540,140,20,0,20,0,0,30,100,15573,260,15794
98339,"$75,000 under $100,000",150,30,110,0,70,350,90,0,0,0,0,0,20,60,13074,150,13331
98339,"$100,000 under $200,000",180,30,160,0,100,430,100,0,0,0,0,0,0,80,23906,180,24254
98339,"$200,000 or more",40,0,30,0,30,80,0,0,0,0,0,0,0,30,24164,40,24164
98340,"$1 under $25,000",320,230,60,0,100,370,50,20,0,20,0,0,20,140,3753,320,3866
98340,"$25,000 under $50,000",250,120,100,60,110,450,100,30,0,30,0,0,40,120,9124,250,9309
98340,"$50,000 under $75,000",190,80,100,0,80,350,70,0,0,0,0,0,0,110,11393,190,11618
98340,"$75,000 under $100,000",150,30,110,0,70,330,70,0,0,0,0,0,20,90,12932,150,13083
98340,"$100,000 under $200,000",290,50,250,0,150,670,140,0,0,0,0,0,0,160,39071,290,39546
98340,"$200,000 or more",60,0,60,0,40,140,20,0,0,0,0,0,0,40,20793,60,21344
98342,"$1 under $25,000",240,180,30,30,80,290,60,20,0,20,0,0,0,70,2854,240,2938
98342,"$25,000 under $50,000",170,80,60,40,70,300,80,0,0,0,0,0,60,70,6198,170,6392
98342,"$50,000 under $75,000",100,60,60,0,50,210,50,0,0,0,0,0,0,50,6413,100,6626
98342,"$75,000 under $100,000",90,0,70,0,40,220,70,0,0,0,0,0,0,30,7686,90,7878
98342,"$100,000 under $200,000",140,20,120,0,80,350,90,0,0,0,0,0,0,70,19137,140,19678
98342,"$200,000 or more",50,0,40,0,40,120,30,0,0,0,0,0,0,30,17454,50,17454
98346,"$1 under $25,000",1420,1070,200,140,390,1710,360,110,0,110,0,0,140,340,17044,1420,17564
98346,"$25,000 under $50,000",1030,510,310,170,360,1900,570,50,0,50,0,0,170,280,37870,1030,38484
98346,"$50,000 under $75,000",720,270,370,70,290,1520,430,20,0,20,0,0,80,240,44925,720,45554
98346,"$75,000 under $100,000",540,130,370,30,220,1280,370,20,0,20,0,0,40,210,46616,540,47289
98346,"$100,000 under $200,000",850,100,720,30,400,2210,650,0,0,0,0,0,50,330,114357,850,115946
98346,"$200,000 or more",210,20,180,0,150,520,120,0,0,0,0,0,0,100,90919,210,92425
98349,"$1 under $25,000",610,400,120,80,170,900,220,0,0,0,0,0,70,210,7634,610,7764
98349,"$25,000 under $50,000",440,200,170,60,170,820,220,0,0,0,0,0,60,170,15935,440,16153
98349,"$50,000 under $75,000",310,100,180,40,140,680,190,0,0,0,0,0,40,110,18896,310,19104
98349,"$75,000 under $100,000",230,40,180,0,110,590,180,0,0,0,0,0,40,80,20277,230,20440
98349,"$100,000 under $200,000",250,40,210,0,120,650,200,0,0,0,0,0,0,100,32753,250,33376
98349,"$200,000 or more",50,0,40,0,40,110,0,0,0,0,0,0,0,20,17498,50,17498
98351,"$1 under $25,000",110,70,30,30,40,160,30,0,0,0,0,0,0,50,1313,110,1355
98351,"$25,000 under $50,000",80,40,30,0,40,140,30,0,0,0,0,0,30,40,2980,80,2980
98351,"$50,000 under $75,000",70,40,40,0,20,170,60,0,0,0,0,0,0,30,4303,70,4398
98351,"$75,000 under $100,000",50,0,40,0,20,110,30,0,0,0,0,0,0,20,3857,50,3904
98351,"$100,000 under $200,000",70,0,50,0,40,150,30,0,0,0,0,0,0,30,11897,70,11897
98351,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98354,"$1 under $25,000",1280,1010,140,120,430,1460,270,70,40,40,0,0,120,360,16037,1280,16332
98354,"$25,000 under $50,000",1210,700,270,230,450,2080,610,30,0,30,0,0,200,270,45103,1210,45604
98354,"$50,000 under $75,000",780,380,300,90,300,1490,420,0,0,0,0,0,110,200,47971,780,48415
98354,"$75,000 under $100,000",510,150,320,40,240,1170,340,0,0,0,0,0,40,150,44708,510,45180
98354,"$100,000 under $200,000",670,100,560,30,330,1730,500,0,0,0,0,0,50,160,88743,670,89491
98354,"$200,000 or more",120,0,100,0,80,320,90,0,0,0,0,0,0,40,44214,120,44754
98355,"$1 under $25,000",70,50,30,0,30,90,30,0,0,0,0,0,20,40,883,70,883
98355,"$25,000 under $50,000",40,30,0,0,0,70,0,0,0,0,0,0,0,0,1444,40,1517
98355,"$50,000 under $75,000",60,0,40,0,40,130,40,0,0,0,0,0,0,30,3979,60,3979
98355,"$75,000 under $100,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98355,"$100,000 under $200,000",20,0,20,0,0,60,0,0,0,0,0,0,0,0,3381,20,3381
98355,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98356,"$1 under $25,000",340,200,80,60,120,530,130,0,0,0,0,0,50,130,4273,340,4348
98356,"$25,000 under $50,000",230,100,80,60,110,460,140,0,0,0,0,0,40,80,8605,230,8677
98356,"$50,000 under $75,000",160,60,90,0,70,350,110,0,0,0,0,0,30,50,9681,160,9802
98356,"$75,000 under $100,000",80,20,60,0,40,190,50,0,0,0,0,0,0,30,6423,80,6423
98356,"$100,000 under $200,000",100,0,80,0,60,250,70,0,0,0,0,0,0,40,16393,100,16511
98356,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98358,"$1 under $25,000",120,70,30,0,30,150,0,0,0,0,0,0,0,50,1401,120,1479
98358,"$25,000 under $50,000",80,40,30,0,40,130,40,0,0,0,0,0,0,40,2942,80,3011
98358,"$50,000 under $75,000",70,40,40,0,30,130,30,0,0,0,0,0,0,50,4313,70,4493
98358,"$75,000 under $100,000",40,0,30,0,20,90,0,0,0,0,0,0,0,30,3286,40,3286
98358,"$100,000 under $200,000",70,0,50,0,50,140,30,0,0,0,0,0,0,70,9155,70,9467
98358,"$200,000 or more",30,0,20,0,0,70,0,0,0,0,0,0,0,0,10256,30,10256
98359,"$1 under $25,000",660,480,100,80,200,840,190,30,0,30,0,0,70,180,7976,660,8126
98359,"$25,000 under $50,000",480,260,140,70,180,860,240,30,0,30,0,0,70,160,17605,480,17787
98359,"$50,000 under $75,000",370,130,210,20,140,740,170,0,0,0,0,0,50,140,22660,370,22907
98359,"$75,000 under $100,000",320,60,240,30,140,790,240,0,0,0,0,0,30,110,28130,320,28445
98359,"$100,000 under $200,000",460,50,410,0,220,1240,380,0,0,0,0,0,20,130,61152,460,61887
98359,"$200,000 or more",90,0,80,0,60,230,60,0,0,0,0,0,0,30,28291,90,28861
98360,"$1 under $25,000",1520,1130,210,160,430,1860,450,60,20,30,0,0,210,290,18891,1520,19141
98360,"$25,000 under $50,000",1340,730,340,240,530,2460,800,0,0,0,0,0,260,290,49795,1340,50250
98360,"$50,000 under $75,000",1080,370,540,150,430,2540,920,0,0,0,0,0,210,210,67266,1080,67880
98360,"$75,000 under $100,000",910,160,680,70,380,2470,880,0,0,0,0,0,140,180,79232,910,79795
98360,"$100,000 under $200,000",1170,110,1030,40,540,3410,1220,0,0,0,0,0,100,240,152521,1170,153736
98360,"$200,000 or more",120,0,110,0,80,360,130,0,0,0,0,0,0,40,48003,120,48721
98361,"$1 under $25,000",190,110,50,30,80,280,50,0,0,0,0,0,40,80,2366,190,2402
98361,"$25,000 under $50,000",110,70,40,0,60,170,40,0,0,0,0,0,0,70,4009,110,4072
98361,"$50,000 under $75,000",50,0,40,0,20,110,0,0,0,0,0,0,0,40,3280,50,3280
98361,"$75,000 under $100,000",40,20,30,0,20,80,20,0,0,0,0,0,0,20,3595,40,3702
98361,"$100,000 under $200,000",60,0,50,0,40,120,0,0,0,0,0,0,0,30,9345,60,9345
98361,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98362,"$1 under $25,000",3970,2810,630,490,1240,5370,1170,340,0,340,0,0,510,1180,50372,3970,51257
98362,"$25,000 under $50,000",2700,1430,880,350,1020,4750,1190,170,0,170,0,0,380,920,97741,2700,99261
98362,"$50,000 under $75,000",1710,550,1010,130,800,3630,910,60,0,60,0,0,150,730,106046,1710,107468
98362,"$75,000 under $100,000",1090,200,840,30,540,2590,660,40,0,40,0,0,70,490,93979,1090,95368
98362,"$100,000 under $200,000",1270,150,1080,20,760,3040,690,0,0,0,0,0,40,640,165726,1270,168529
98362,"$200,000 or more",230,40,190,0,190,550,130,0,0,0,0,0,0,120,85921,230,87656
98363,"$1 under $25,000",1920,1280,330,290,550,2810,740,170,0,170,0,0,280,510,24606,1920,25032
98363,"$25,000 under $50,000",1370,620,490,240,500,2720,870,110,0,110,0,0,220,390,49578,1370,50279
98363,"$50,000 under $75,000",870,250,530,80,380,1910,510,50,0,50,0,0,100,320,53701,870,54493
98363,"$75,000 under $100,000",590,110,460,30,320,1400,350,0,0,0,0,0,40,260,50804,590,51230
98363,"$100,000 under $200,000",550,60,480,0,320,1390,360,0,0,0,0,0,20,250,72071,550,73082
98363,"$200,000 or more",80,0,70,0,70,200,40,0,0,0,0,0,0,40,27399,80,28205
98365,"$1 under $25,000",510,330,150,20,190,660,60,30,0,30,0,0,30,280,5944,510,6172
98365,"$25,000 under $50,000",460,220,200,30,210,780,120,40,0,40,0,0,40,280,17043,460,17379
98365,"$50,000 under $75,000",370,150,200,30,180,670,100,0,0,0,0,0,0,250,22847,370,23181
98365,"$75,000 under $100,000",350,80,270,0,170,710,90,0,0,0,0,0,20,260,30868,350,31256
98365,"$100,000 under $200,000",600,80,510,0,330,1250,140,0,0,0,0,0,0,430,81122,600,81969
98365,"$200,000 or more",160,20,130,0,120,330,40,0,0,0,0,0,0,110,64829,160,65559
98366,"$1 under $25,000",4760,3410,550,710,1120,6380,1650,230,0,230,0,50,710,930,62549,4760,63300
98366,"$25,000 under $50,000",3920,2030,1160,660,1160,7320,2250,150,0,150,0,30,740,950,143942,3920,145299
98366,"$50,000 under $75,000",2800,990,1460,310,1000,6120,1860,80,0,80,0,0,430,870,173255,2800,175159
98366,"$75,000 under $100,000",1930,410,1380,120,730,4860,1540,40,0,40,0,0,280,560,167571,1930,169063
98366,"$100,000 under $200,000",2080,210,1800,60,930,5560,1690,0,0,0,0,0,140,600,271067,2080,273548
98366,"$200,000 or more",240,30,210,0,160,620,170,0,0,0,0,0,0,100,91043,240,92460
98367,"$1 under $25,000",3080,2330,370,340,770,3690,810,110,0,110,0,30,380,650,37645,3080,38220
98367,"$25,000 under $50,000",2540,1350,820,320,770,4580,1230,90,0,90,0,0,430,730,94080,2540,95117
98367,"$50,000 under $75,000",2080,690,1180,180,700,4740,1480,40,0,40,0,0,290,610,128968,2080,130492
98367,"$75,000 under $100,000",1720,310,1290,100,660,4390,1380,20,0,20,0,0,200,530,149742,1720,151025
98367,"$100,000 under $200,000",2450,190,2210,50,1020,6800,2140,0,0,0,0,0,170,660,323625,2450,326377
98367,"$200,000 or more",300,0,290,0,190,800,210,0,0,0,0,0,0,100,84810,300,86474
98368,"$1 under $25,000",2840,2150,420,250,900,3590,570,220,0,220,0,0,260,1110,34535,2840,35812
98368,"$25,000 under $50,000",1800,1010,600,170,720,2990,600,120,0,120,0,0,180,820,65505,1800,67385
98368,"$50,000 under $75,000",1170,490,620,60,580,2190,400,50,0,50,0,0,60,700,72129,1170,73804
98368,"$75,000 under $100,000",800,220,550,20,410,1620,260,20,0,20,0,0,30,520,69248,800,70463
98368,"$100,000 under $200,000",1120,220,880,30,680,2370,370,0,0,0,0,0,20,760,151128,1120,154430
98368,"$200,000 or more",340,60,260,0,250,710,110,0,0,0,0,0,0,210,191947,340,194429
98370,"$1 under $25,000",3770,2970,440,320,1040,4150,810,180,0,180,0,30,320,930,44984,3770,45947
98370,"$25,000 under $50,000",2780,1590,780,360,950,4900,1350,130,0,130,0,0,350,830,103101,2780,104850
98370,"$50,000 under $75,000",2260,870,1170,180,920,4670,1240,90,0,90,0,0,220,890,140542,2260,142609
98370,"$75,000 under $100,000",1770,400,1260,110,760,4340,1310,0,0,0,0,0,140,660,154009,1770,156240
98370,"$100,000 under $200,000",3030,300,2630,90,1310,8120,2470,20,0,20,0,0,150,990,409783,3030,414386
98370,"$200,000 or more",650,60,580,0,440,1780,550,0,0,0,0,0,20,250,229142,650,233994
98371,"$1 under $25,000",3110,2370,330,380,960,3670,810,130,40,90,0,0,340,800,38404,3110,38989
98371,"$25,000 under $50,000",2620,1520,610,440,980,4490,1300,60,0,60,0,0,400,640,95275,2620,96233
98371,"$50,000 under $75,000",1670,720,710,210,710,3390,1020,50,0,50,0,0,180,520,102899,1670,103877
98371,"$75,000 under $100,000",1230,300,840,90,590,2920,850,0,0,0,0,0,90,410,107285,1230,108252
98371,"$100,000 under $200,000",1810,200,1540,80,900,4860,1500,0,0,0,0,0,110,530,242156,1810,244222
98371,"$200,000 or more",420,40,370,0,310,1170,380,0,0,0,0,0,0,130,149658,420,152427
98372,"$1 under $25,000",3230,2480,340,390,920,3780,830,110,30,80,0,0,410,660,40834,3230,41425
98372,"$25,000 under $50,000",2970,1800,640,480,1030,4990,1410,60,30,40,0,0,500,560,109426,2970,110314
98372,"$50,000 under $75,000",1790,810,720,230,690,3580,1060,20,0,20,0,0,280,440,110376,1790,111417
98372,"$75,000 under $100,000",1180,290,780,90,470,2790,840,0,0,0,0,0,130,330,102213,1180,103147
98372,"$100,000 under $200,000",1860,190,1600,70,870,5240,1780,0,0,0,0,0,120,460,255052,1860,257595
98372,"$200,000 or more",450,30,410,0,300,1340,480,0,0,0,0,0,0,130,175518,450,178529
98373,"$1 under $25,000",3570,2640,370,480,1010,4460,1120,80,30,60,0,40,510,550,44837,3570,45537
98373,"$25,000 under $50,000",3410,1880,750,700,1110,6090,1970,100,70,40,0,0,660,520,124846,3410,126078
98373,"$50,000 under $75,000",2030,810,870,310,780,4300,1410,60,30,40,0,0,310,420,124473,2030,125607
98373,"$75,000 under $100,000",1380,310,960,110,550,3560,1220,0,0,0,0,0,190,300,119654,1380,120845
98373,"$100,000 under $200,000",1840,180,1600,70,870,5270,1830,0,0,0,0,0,140,420,245361,1840,248007
98373,"$200,000 or more",270,20,240,0,180,790,280,0,0,0,0,0,0,80,97275,270,98525
98374,"$1 under $25,000",4880,3800,500,500,1350,5500,1310,120,30,90,0,30,560,940,58719,4880,59601
98374,"$25,000 under $50,000",3700,1960,1000,650,1220,6940,2280,110,80,40,0,0,670,720,136078,3700,137454
98374,"$50,000 under $75,000",2750,980,1350,380,1010,6300,2200,50,0,50,0,0,410,680,170501,2750,172185
98374,"$75,000 under $100,000",2220,420,1610,170,880,5850,2030,30,30,0,0,0,250,540,193213,2220,194941
98374,"$100,000 under $200,000",3510,240,3120,120,1540,10370,3730,0,0,0,0,0,290,790,472424,3510,476926
98374,"$200,000 or more",570,30,530,0,370,1700,600,0,0,0,0,0,0,180,209059,570,211809
98375,"$1 under $25,000",3380,2480,380,470,920,4320,1290,100,40,70,0,0,460,460,41615,3380,42193
98375,"$25,000 under $50,000",3000,1380,880,650,1060,6400,2570,60,60,0,0,0,660,370,111000,3000,112265
98375,"$50,000 under $75,000",2340,770,1170,370,890,5920,2420,40,20,20,0,0,400,350,144581,2340,145824
98375,"$75,000 under $100,000",1730,260,1300,150,640,4980,1950,30,30,0,0,0,250,270,150021,1730,151312
98375,"$100,000 under $200,000",2270,160,2030,80,920,6910,2610,0,0,0,0,0,220,390,297122,2270,299471
98375,"$200,000 or more",210,30,180,0,130,620,230,0,0,0,0,0,0,50,68799,210,69478
98376,"$1 under $25,000",310,200,70,30,100,460,100,40,0,40,0,0,30,100,3756,310,3893
98376,"$25,000 under $50,000",210,100,80,20,80,350,70,0,0,0,0,0,40,80,7518,210,7623
98376,"$50,000 under $75,000",140,40,90,0,70,300,70,0,0,0,0,0,0,70,8561,140,8663
98376,"$75,000 under $100,000",70,30,60,0,40,170,40,0,0,0,0,0,0,40,6338,70,6433
98376,"$100,000 under $200,000",120,0,110,0,70,270,50,0,0,0,0,0,0,70,15424,120,15771
98376,"$200,000 or more",20,0,20,0,0,50,0,0,0,0,0,0,0,0,5712,20,5712
98377,"$1 under $25,000",270,160,70,40,100,420,110,0,0,0,0,0,20,90,3285,270,3356
98377,"$25,000 under $50,000",170,80,70,30,100,310,70,0,0,0,0,0,20,70,6115,170,6181
98377,"$50,000 under $75,000",110,50,70,0,60,240,70,0,0,0,0,0,20,40,6880,110,7045
98377,"$75,000 under $100,000",80,0,60,0,50,200,60,0,0,0,0,0,0,30,6726,80,6726
98377,"$100,000 under $200,000",70,0,60,0,40,160,40,0,0,0,0,0,0,30,8012,70,8051
98377,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98380,"$1 under $25,000",540,410,80,50,140,630,120,0,0,0,0,0,60,120,6489,540,6631
98380,"$25,000 under $50,000",450,220,180,40,180,820,190,50,0,50,0,0,60,170,16712,450,16921
98380,"$50,000 under $75,000",380,140,200,30,160,820,240,0,0,0,0,0,50,140,23357,380,23552
98380,"$75,000 under $100,000",360,70,260,20,140,820,200,0,0,0,0,0,30,150,30988,360,31144
98380,"$100,000 under $200,000",540,60,480,0,230,1440,410,0,0,0,0,0,20,170,72940,540,73676
98380,"$200,000 or more",120,0,100,0,80,300,80,0,0,0,0,0,0,60,45979,120,46875
98381,"$1 under $25,000",50,30,20,0,0,60,30,0,0,0,0,0,0,30,560,50,560
98381,"$25,000 under $50,000",40,40,0,0,40,70,0,0,0,0,0,0,0,0,1633,40,1682
98381,"$50,000 under $75,000",40,0,40,0,40,70,20,0,0,0,0,0,0,30,2692,40,2692
98381,"$75,000 under $100,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98381,"$100,000 under $200,000",20,0,0,0,0,50,0,0,0,0,0,0,0,0,2752,20,2752
98381,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98382,"$1 under $25,000",4660,3200,990,430,1820,6280,1070,390,0,390,0,0,400,2040,57981,4660,59330
98382,"$25,000 under $50,000",3160,1530,1240,350,1460,5630,1250,190,0,190,0,0,330,1580,114938,3160,116935
98382,"$50,000 under $75,000",2070,740,1210,100,1140,4100,810,70,0,70,0,0,140,1230,128229,2070,130285
98382,"$75,000 under $100,000",1530,350,1140,30,860,3230,550,50,0,50,0,0,60,1040,132681,1530,134176
98382,"$100,000 under $200,000",1830,250,1540,30,1130,4020,650,0,0,0,0,0,40,1230,242584,1830,245883
98382,"$200,000 or more",440,50,390,0,360,990,160,0,0,0,0,0,0,310,165700,440,167755
98383,"$1 under $25,000",2940,2290,300,290,680,3340,690,160,0,160,0,30,330,540,39187,2940,39841
98383,"$25,000 under $50,000",2650,1540,720,310,770,4410,1050,110,0,110,0,0,400,560,97400,2650,98470
98383,"$50,000 under $75,000",1820,720,900,170,680,3780,1070,50,0,50,0,0,220,590,112746,1820,113936
98383,"$75,000 under $100,000",1370,310,970,70,500,3370,1030,30,0,30,0,0,140,440,119158,1370,120263
98383,"$100,000 under $200,000",2040,190,1780,70,830,5510,1690,30,0,30,0,0,100,670,272823,2040,275624
98383,"$200,000 or more",320,30,290,0,220,910,300,0,0,0,0,0,0,130,144783,320,147462
98387,"$1 under $25,000",6660,4510,850,1190,1940,9740,3170,180,140,40,30,30,1350,1040,85636,6660,86816
98387,"$25,000 under $50,000",5830,2650,1740,1300,1920,12330,4830,170,140,30,0,30,1340,920,213152,5830,214794
98387,"$50,000 under $75,000",3870,1200,2060,540,1470,9540,3610,90,70,20,0,0,750,730,238886,3870,240527
98387,"$75,000 under $100,000",2500,400,1900,170,1020,6880,2480,40,40,0,0,0,430,480,215998,2500,217368
98387,"$100,000 under $200,000",2470,190,2200,70,1100,7000,2330,30,30,0,0,0,290,510,314170,2470,316251
98387,"$200,000 or more",160,0,140,0,110,400,100,0,0,0,0,0,0,60,49508,160,49953
98388,"$1 under $25,000",850,610,110,100,260,1100,270,30,0,30,0,0,110,180,11491,850,11692
98388,"$25,000 under $50,000",820,450,220,120,290,1370,330,30,30,0,0,0,140,190,29832,820,30103
98388,"$50,000 under $75,000",500,210,230,50,220,1000,270,30,30,0,0,0,50,170,30941,500,31251
98388,"$75,000 under $100,000",340,90,220,30,170,760,190,0,0,0,0,0,30,140,29520,340,29950
98388,"$100,000 under $200,000",580,100,480,0,270,1400,340,0,0,0,0,0,20,280,78881,580,79619
98388,"$200,000 or more",200,0,180,0,130,530,150,0,0,0,0,0,0,100,64534,200,65664
98390,"$1 under $25,000",1710,1230,210,260,530,2270,610,60,40,30,0,0,220,370,22038,1710,22453
98390,"$25,000 under $50,000",1550,900,320,310,520,2770,920,50,50,0,0,0,270,340,56643,1550,57109
98390,"$50,000 under $75,000",1020,470,380,150,450,2060,660,0,0,0,0,0,130,280,62855,1020,63600
98390,"$75,000 under $100,000",650,180,410,50,300,1520,460,0,0,0,0,0,70,190,56780,650,57307
98390,"$100,000 under $200,000",880,130,720,40,460,2280,680,0,0,0,0,0,50,240,117798,880,119386
98390,"$200,000 or more",170,20,140,0,110,460,150,0,0,0,0,0,0,40,63865,170,65973
98391,"$1 under $25,000",5370,4270,490,540,1510,5740,1330,80,40,40,0,0,620,800,63386,5370,64359
98391,"$25,000 under $50,000",4250,2460,920,770,1420,7460,2330,50,50,0,0,0,720,780,157178,4250,158747
98391,"$50,000 under $75,000",3450,1380,1530,480,1400,7460,2490,20,0,20,0,0,550,740,213663,3450,215924
98391,"$75,000 under $100,000",2860,690,1880,260,1220,7180,2440,0,0,0,0,0,340,580,248996,2860,251147
98391,"$100,000 under $200,000",5130,490,4400,220,2360,14720,5190,0,0,0,0,0,410,980,693621,5130,699261
98391,"$200,000 or more",1230,70,1130,30,800,3630,1270,0,0,0,0,0,30,270,490396,1230,497809
98392,"$1 under $25,000",460,340,50,70,130,620,160,40,0,40,0,0,50,120,5825,460,5955
98392,"$25,000 under $50,000",390,220,90,70,140,700,230,30,0,30,0,0,60,90,14203,390,14444
98392,"$50,000 under $75,000",250,110,100,40,90,490,130,0,0,0,0,0,30,90,15357,250,15545
98392,"$75,000 under $100,000",180,50,120,0,70,390,90,0,0,0,0,0,30,90,15125,180,15298
98392,"$100,000 under $200,000",160,30,140,0,80,420,120,0,0,0,0,0,0,90,21894,160,22508
98392,"$200,000 or more",50,0,40,0,30,110,20,0,0,0,0,0,0,0,13729,50,13729
